date,dV
04/15/10,11.9
04/16/10,11.3
04/17/10,9.63
04/18/10,8.9
04/19/10,8.41
04/20/10,8.04
04/21/10,7.59
04/22/10,8.03
04/23/10,7.49
04/24/10,7.06
04/25/10,6.8
04/26/10,7.52
04/27/10,6.46
04/28/10,6.45
04/29/10,6.83
04/30/10,7.1
05/01/10,6.16
05/02/10,6.51
05/03/10,6.35
05/04/10,5.41
05/05/10,5.13
05/06/10,5.95
05/07/10,9.45
05/08/10,6.66
05/09/10,5.77
05/10/10,6.58
05/11/10,7.54
05/12/10,6.7
05/13/10,8.26
05/14/10,7.5
05/15/10,6.29
05/16/10,5.98
05/17/10,5.72
05/18/10,6.12
05/19/10,5.35
05/20/10,5.48
05/21/10,5.47
05/22/10,4.94
05/23/10,4.87
05/24/10,4.61
05/25/10,4.48
05/26/10,4.94
05/27/10,6.12
05/28/10,5.48
05/29/10,4.67
05/30/10,11.3
05/31/10,7.98
06/01/10,6.1
06/02/10,5.44
06/03/10,5.11
06/04/10,4.8
06/05/10,4.29
06/06/10,6.42
06/07/10,7.59
06/08/10,4.99
06/09/10,7.6
06/10/10,15.1
06/11/10,18.9
06/12/10,12.4
06/13/10,9.39
06/14/10,8.89
06/15/10,8.75
06/16/10,7.32
06/17/10,7.51
06/18/10,7.79
06/19/10,10.5
06/20/10,8.84
06/21/10,7.28
06/22/10,6.78
06/23/10,6.16
06/24/10,5.76
06/25/10,5.38
06/26/10,5.18
06/27/10,4.96
06/28/10,4.77
06/29/10,4.6
06/30/10,4.35
07/01/10,4.19
07/02/10,3.94
07/03/10,4.06
07/04/10,7.05
07/05/10,4.36
07/06/10,3.87
07/07/10,3.62
07/08/10,3.46
07/09/10,3.28
07/10/10,3.23
07/11/10,3.41
07/12/10,3.43
07/13/10,4.62
07/14/10,3.44
07/15/10,3.12
07/16/10,3
07/17/10,3
07/18/10,2.87
07/19/10,2.8
07/20/10,2.65
07/21/10,2.6
07/22/10,2.93
07/23/10,3.56
07/24/10,4.11
07/25/10,3.28
07/26/10,3.34
07/27/10,4.77
07/28/10,3.86
07/29/10,8.2
07/30/10,6.99
07/31/10,3.9
08/01/10,3.49
08/02/10,4.54
08/03/10,7.16
08/04/10,3.98
08/05/10,4.8
08/06/10,4.46
08/07/10,3.64
08/08/10,3.33
08/09/10,3.17
08/10/10,3.04
08/11/10,2.98
08/12/10,5.09
08/13/10,4.28
08/14/10,3.81
08/15/10,29.5
08/16/10,22.8
08/17/10,39.3
08/18/10,25
08/19/10,20.4
08/20/10,16.7
08/21/10,14.1
08/22/10,11.7
08/23/10,11
08/24/10,12.5
08/25/10,9.8
08/26/10,7.78
08/27/10,9.74
08/28/10,16.9
08/29/10,10.9
08/30/10,14.2
08/31/10,13.9
09/01/10,10.7
09/02/10,9.52
09/03/10,8.51
09/04/10,7.81
09/05/10,7.33
09/06/10,6.72
09/07/10,9.94
09/08/10,10
09/09/10,8.04
09/10/10,7.75
09/11/10,6.59
09/12/10,6.58
09/13/10,8.64
09/14/10,6.53
09/15/10,7.37
09/16/10,8.06
09/17/10,6.58
09/18/10,5.95
09/19/10,5.62
09/20/10,5.28
09/21/10,5.23
09/22/10,5.18
09/23/10,4.87
09/24/10,5.02
09/25/10,5.6
09/26/10,5.63
09/27/10,5.32
09/28/10,4.75
09/29/10,4.8
09/30/10,5
10/01/10,5.92
10/02/10,5.23
10/03/10,4.86
10/04/10,4.52
10/05/10,4.43
10/06/10,4.41
10/07/10,4.19
10/08/10,4.07
10/09/10,3.96
10/10/10,3.79
10/11/10,3.66
10/12/10,3.6
10/13/10,3.5
10/14/10,3.45
10/15/10,3.5
10/16/10,5.84
10/17/10,5.78
10/18/10,4.44
10/19/10,4.22
10/20/10,10.5
10/21/10,8.14
10/22/10,5.72
10/23/10,5.44
10/24/10,9.65
10/25/10,7.77
10/26/10,6.56
10/27/10,5.94
10/28/10,5.61
10/29/10,5.48
10/30/10,5.31
10/31/10,5.32
11/01/10,5.21
11/02/10,4.87
11/03/10,4.85
11/04/10,4.86
11/05/10,4.71
11/06/10,4.61
11/07/10,16.3
11/08/10,14.4
11/09/10,10.3
11/10/10,10.4
11/11/10,12
11/12/10,14.9
11/13/10,16.1
11/14/10,14
11/15/10,26.9
11/16/10,33.5
11/17/10,23.6
11/18/10,20.6
11/19/10,18.4
11/20/10,16.4
11/21/10,14.6
11/22/10,13.6
11/23/10,13.9
11/24/10,15.7
11/25/10,17.2
11/26/10,16.9
11/27/10,14
11/28/10,12.7
11/29/10,12.1
11/30/10,11.2
12/01/10,10.7
12/02/10,10.1
12/03/10,9.45
12/04/10,8.73
12/05/10,8.82
12/06/10,25.4
12/07/10,74.3
12/08/10,104
12/09/10,117
12/10/10,71.2
12/11/10,59.6
12/12/10,55.3
12/13/10,46.2
12/14/10,38
12/15/10,32.1
12/16/10,28.2
12/17/10,26.1
12/18/10,22.7
12/19/10,21.7
12/20/10,44.5
12/21/10,55.5
12/22/10,67
12/23/10,64.4
12/24/10,60.4
12/25/10,52.6
12/26/10,43.7
12/27/10,38.4
12/28/10,34.1
12/29/10,32.7
12/30/10,30.5
12/31/10,26.7
